Customer ID,Age,Purchase Amount (USD),Review Rating,Previous Purchases,Age Group,Spending Tier,Rating Category,Loyalty Level,Gender,Item Purchased,Category,Location,Location Code,Size,Color,Season,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Payment Method,Frequency of Purchases
3494,48,82,4.7,35,48-52,80-84,4.5-5.0,31-35,Female,Pants,Clothing,New Mexico,NM,XL,Black,Winter,No,Store Pickup,No,No,Credit Card,Weekly
3495,62,38,3.5,41,58-62,35-39,3.5-3.9,41-45,Female,Scarf,Accessories,Washington,WA,M,Silver,Winter,No,Free Shipping,No,No,PayPal,Quarterly
3496,24,33,2.8,14,23-27,30-34,2.5-2.9,11-15,Female,Shorts,Clothing,Georgia,GA,XL,Gray,Spring,No,Free Shipping,No,No,Cash,Weekly
3497,39,38,4.0,22,38-42,35-39,4.0-4.4,21-25,Female,Shoes,Footwear,Idaho,ID,M,Pink,Summer,No,Free Shipping,No,No,PayPal,Monthly
3498,35,48,4.3,16,33-37,45-49,4.0-4.4,16-20,Female,Handbag,Accessories,Colorado,CO,M,Red,Spring,No,Store Pickup,No,No,Venmo,Every 3 Months
3499,47,35,3.8,2,43-47,35-39,3.5-3.9,1-5,Female,Sandals,Footwear,Kentucky,KY,M,Lavender,Summer,No,Standard,No,No,Bank Transfer,Bi-Weekly
3500,22,29,3.0,13,18-22,25-29,3.0-3.4,11-15,Female,Socks,Clothing,New Jersey,NJ,L,Indigo,Fall,No,Next Day Air,No,No,PayPal,Every 3 Months
3501,38,48,4.6,38,38-42,45-49,4.5-5.0,36-40,Female,Shirt,Clothing,Oregon,OR,S,Silver,Fall,No,Next Day Air,No,No,Debit Card,Fortnightly
3502,53,87,4.8,43,53-57,85-89,4.5-5.0,41-45,Female,Shoes,Footwear,Nebraska,NE,M,Silver,Fall,No,Standard,No,No,Bank Transfer,Weekly
3503,31,62,4.7,26,28-32,60-64,4.5-5.0,26-30,Female,Backpack,Accessories,Massachusetts,MA,M,Green,Fall,No,Next Day Air,No,No,Bank Transfer,Quarterly
3504,31,96,3.9,39,28-32,95-100,3.5-3.9,36-40,Female,Shirt,Clothing,Nebraska,NE,M,Pink,Spring,No,Free Shipping,No,No,Cash,Weekly
3505,65,41,4.0,50,63-67,40-44,4.0-4.4,46-50,Female,Handbag,Accessories,Hawaii,HI,S,Violet,Fall,No,Next Day Air,No,No,Venmo,Monthly
3506,48,42,3.7,40,48-52,40-44,3.5-3.9,36-40,Female,Jewelry,Accessories,Indiana,IN,L,Red,Winter,No,2-Day Shipping,No,No,Bank Transfer,Every 3 Months
3507,18,57,3.7,12,18-22,55-59,3.5-3.9,11-15,Female,Shirt,Clothing,Illinois,IL,L,Olive,Winter,No,2-Day Shipping,No,No,Cash,Fortnightly
3508,46,65,4.2,33,43-47,65-69,4.0-4.4,31-35,Female,Handbag,Accessories,Colorado,CO,S,Purple,Spring,No,Store Pickup,No,No,Credit Card,Every 3 Months
3509,52,54,4.7,49,48-52,50-54,4.5-5.0,46-50,Female,Pants,Clothing,Pennsylvania,PA,M,Gray,Fall,No,Standard,No,No,Bank Transfer,Weekly
3510,50,22,4.3,43,48-52,20-24,4.0-4.4,41-45,Female,T-shirt,Clothing,Ohio,OH,L,Brown,Winter,No,Next Day Air,No,No,Venmo,Bi-Weekly
3511,49,96,4.9,14,48-52,95-100,4.5-5.0,11-15,Female,Sneakers,Footwear,Pennsylvania,PA,S,Orange,Fall,No,2-Day Shipping,No,No,Venmo,Monthly
3512,69,81,3.9,21,68-70,80-84,3.5-3.9,21-25,Female,Jewelry,Accessories,Mississippi,MS,M,Blue,Summer,No,2-Day Shipping,No,No,Credit Card,Every 3 Months
3513,36,46,3.4,31,33-37,45-49,3.0-3.4,31-35,Female,Shirt,Clothing,Kentucky,KY,M,White,Fall,No,Free Shipping,No,No,Debit Card,Quarterly
3514,30,74,4.2,29,28-32,70-74,4.0-4.4,26-30,Female,Blouse,Clothing,Alaska,AK,XL,Charcoal,Spring,No,Store Pickup,No,No,Credit Card,Fortnightly
3515,25,50,4.7,32,23-27,50-54,4.5-5.0,31-35,Female,Sneakers,Footwear,Georgia,GA,XL,Gray,Winter,No,Express,No,No,Cash,Monthly
3516,19,80,4.0,16,18-22,80-84,4.0-4.4,16-20,Female,Dress,Clothing,South Dakota,SD,XL,Charcoal,Winter,No,Next Day Air,No,No,Debit Card,Bi-Weekly
3517,34,56,4.0,38,33-37,55-59,4.0-4.4,36-40,Female,Boots,Footwear,South Carolina,SC,S,White,Summer,No,Free Shipping,No,No,PayPal,Bi-Weekly
3518,29,69,3.1,34,28-32,65-69,3.0-3.4,31-35,Female,Skirt,Clothing,Tennessee,TN,M,Orange,Winter,No,Next Day Air,No,No,Debit Card,Every 3 Months
3519,50,97,4.2,30,48-52,95-100,4.0-4.4,26-30,Female,Shirt,Clothing,Colorado,CO,M,Black,Spring,No,Standard,No,No,PayPal,Quarterly
3520,31,66,3.7,14,28-32,65-69,3.5-3.9,11-15,Female,Shorts,Clothing,Wisconsin,WI,M,White,Winter,No,Next Day Air,No,No,Bank Transfer,Fortnightly
3521,41,70,3.1,33,38-42,70-74,3.0-3.4,31-35,Female,Hat,Accessories,Georgia,GA,S,Brown,Spring,No,Express,No,No,Bank Transfer,Monthly
3522,52,50,3.7,35,48-52,50-54,3.5-3.9,31-35,Female,Shoes,Footwear,Maryland,MD,M,Pink,Winter,No,Store Pickup,No,No,Venmo,Weekly
3523,27,85,3.2,13,23-27,85-89,3.0-3.4,11-15,Female,Pants,Clothing,New Jersey,NJ,M,Yellow,Spring,No,Store Pickup,No,No,Cash,Quarterly
3524,49,59,2.8,30,48-52,55-59,2.5-2.9,26-30,Female,Backpack,Accessories,Nevada,NV,M,Cyan,Summer,No,Standard,No,No,Cash,Fortnightly
3525,69,74,2.9,30,68-70,70-74,2.5-2.9,26-30,Female,Pants,Clothing,Michigan,MI,L,Silver,Summer,No,Free Shipping,No,No,Credit Card,Monthly
3526,45,38,3.5,47,43-47,35-39,3.5-3.9,46-50,Female,Sunglasses,Accessories,Wyoming,WY,L,Olive,Winter,No,Standard,No,No,Bank Transfer,Annually
3527,20,99,3.8,1,18-22,95-100,3.5-3.9,1-5,Female,Sweater,Clothing,Massachusetts,MA,M,Olive,Spring,No,Express,No,No,PayPal,Every 3 Months
3528,25,97,4.7,1,23-27,95-100,4.5-5.0,1-5,Female,Blouse,Clothing,Washington,WA,S,Charcoal,Spring,No,Free Shipping,No,No,Cash,Weekly
3529,38,67,4.5,33,38-42,65-69,4.5-5.0,31-35,Female,Scarf,Accessories,Maine,ME,L,Gray,Summer,No,Free Shipping,No,No,PayPal,Annually
3530,55,20,3.9,43,53-57,20-24,3.5-3.9,41-45,Female,T-shirt,Clothing,Montana,MT,S,Maroon,Winter,No,Next Day Air,No,No,Bank Transfer,Weekly
3531,62,45,3.4,37,58-62,45-49,3.0-3.4,36-40,Female,Sunglasses,Accessories,Oklahoma,OK,L,Black,Spring,No,Express,No,No,PayPal,Weekly
3532,54,52,4.6,23,53-57,50-54,4.5-5.0,21-25,Female,Shoes,Footwear,North Dakota,ND,XL,Violet,Winter,No,2-Day Shipping,No,No,Cash,Quarterly
3533,61,68,4.6,12,58-62,65-69,4.5-5.0,11-15,Female,Pants,Clothing,Connecticut,CT,L,Indigo,Fall,No,Standard,No,No,Credit Card,Annually
3534,50,98,4.7,30,48-52,95-100,4.5-5.0,26-30,Female,Sneakers,Footwear,Texas,TX,L,Yellow,Fall,No,Standard,No,No,Venmo,Fortnightly
3535,65,83,3.2,7,63-67,80-84,3.0-3.4,6-10,Female,Shoes,Footwear,Delaware,DE,M,Gray,Fall,No,Express,No,No,Cash,Weekly
3536,68,51,5.0,20,68-70,50-54,4.5-5.0,16-20,Female,Shorts,Clothing,Mississippi,MS,M,Red,Summer,No,Express,No,No,Debit Card,Monthly
3537,55,21,4.5,10,53-57,20-24,4.5-5.0,6-10,Female,Handbag,Accessories,Minnesota,MN,L,Peach,Spring,No,Express,No,No,Venmo,Monthly
3538,57,92,3.5,40,53-57,90-94,3.5-3.9,36-40,Female,Handbag,Accessories,Georgia,GA,M,Gray,Spring,No,Standard,No,No,Credit Card,Every 3 Months
3539,56,63,4.5,21,53-57,60-64,4.5-5.0,21-25,Female,Shoes,Footwear,Iowa,IA,S,White,Spring,No,Store Pickup,No,No,Venmo,Monthly
3540,29,56,3.2,17,28-32,55-59,3.0-3.4,16-20,Female,Jewelry,Accessories,New York,NY,S,Green,Spring,No,Express,No,No,Credit Card,Bi-Weekly
3541,24,95,4.6,5,23-27,95-100,4.5-5.0,1-5,Female,Shorts,Clothing,Nevada,NV,M,Magenta,Spring,No,Free Shipping,No,No,Bank Transfer,Weekly
3542,59,66,4.0,22,58-62,65-69,4.0-4.4,21-25,Female,Blouse,Clothing,Virginia,VA,M,Olive,Winter,No,Next Day Air,No,No,PayPal,Annually
3543,62,28,4.2,5,58-62,25-29,4.0-4.4,1-5,Female,Coat,Outerwear,Idaho,ID,S,Olive,Spring,No,Express,No,No,Venmo,Weekly
3544,58,83,4.1,18,58-62,80-84,4.0-4.4,16-20,Female,Hat,Accessories,Colorado,CO,M,Blue,Winter,No,Standard,No,No,PayPal,Every 3 Months
3545,64,55,3.6,42,63-67,55-59,3.5-3.9,41-45,Female,Socks,Clothing,Wisconsin,WI,XL,Charcoal,Fall,No,2-Day Shipping,No,No,Cash,Every 3 Months
3546,48,28,3.7,22,48-52,25-29,3.5-3.9,21-25,Female,Sandals,Footwear,Connecticut,CT,M,Yellow,Spring,No,2-Day Shipping,No,No,Debit Card,Annually
3547,60,79,3.6,37,58-62,75-79,3.5-3.9,36-40,Female,Scarf,Accessories,Kansas,KS,M,Violet,Summer,No,Free Shipping,No,No,Bank Transfer,Bi-Weekly
3548,52,31,3.8,23,48-52,30-34,3.5-3.9,21-25,Female,Scarf,Accessories,Pennsylvania,PA,L,Magenta,Summer,No,Standard,No,No,Credit Card,Annually
3549,63,37,3.0,47,63-67,35-39,3.0-3.4,46-50,Female,Blouse,Clothing,Utah,UT,M,Red,Fall,No,Standard,No,No,Debit Card,Fortnightly
3550,44,34,3.4,11,43-47,30-34,3.0-3.4,11-15,Female,T-shirt,Clothing,Oregon,OR,M,Cyan,Summer,No,2-Day Shipping,No,No,Bank Transfer,Fortnightly
3551,63,74,4.8,32,63-67,70-74,4.5-5.0,31-35,Female,Shoes,Footwear,West Virginia,WV,S,Orange,Winter,No,Standard,No,No,Cash,Weekly
3552,66,31,2.6,20,63-67,30-34,2.5-2.9,16-20,Female,Gloves,Accessories,Montana,MT,L,Black,Spring,No,Store Pickup,No,No,Venmo,Weekly
3553,22,66,2.9,3,18-22,65-69,2.5-2.9,1-5,Female,Sunglasses,Accessories,Kentucky,KY,M,Blue,Winter,No,Next Day Air,No,No,PayPal,Quarterly
3554,62,99,4.9,32,58-62,95-100,4.5-5.0,31-35,Female,Shoes,Footwear,Minnesota,MN,M,Charcoal,Spring,No,Free Shipping,No,No,Bank Transfer,Weekly
3555,39,55,5.0,5,38-42,55-59,4.5-5.0,1-5,Female,Dress,Clothing,Louisiana,LA,M,Indigo,Spring,No,Free Shipping,No,No,Credit Card,Fortnightly
3556,25,23,4.6,45,23-27,20-24,4.5-5.0,41-45,Female,Blouse,Clothing,Delaware,DE,L,Silver,Spring,No,Next Day Air,No,No,Cash,Quarterly
3557,70,88,4.2,43,68-70,85-89,4.0-4.4,41-45,Female,Sweater,Clothing,Arizona,AZ,M,Brown,Fall,No,Express,No,No,Cash,Bi-Weekly
3558,52,26,4.9,1,48-52,25-29,4.5-5.0,1-5,Female,Jacket,Outerwear,Nevada,NV,M,Peach,Summer,No,Next Day Air,No,No,PayPal,Every 3 Months
3559,68,94,4.8,9,68-70,90-94,4.5-5.0,6-10,Female,Backpack,Accessories,Alaska,AK,L,Magenta,Summer,No,Standard,No,No,Venmo,Quarterly
3560,18,25,3.0,13,18-22,25-29,3.0-3.4,11-15,Female,Shorts,Clothing,Utah,UT,M,Beige,Fall,No,Next Day Air,No,No,Venmo,Every 3 Months
3561,18,96,3.5,5,18-22,95-100,3.5-3.9,1-5,Female,Socks,Clothing,Kansas,KS,XL,Violet,Fall,No,Express,No,No,Credit Card,Annually
3562,63,29,3.4,39,63-67,25-29,3.0-3.4,36-40,Female,Sneakers,Footwear,North Carolina,NC,L,Black,Spring,No,Standard,No,No,Credit Card,Fortnightly
3563,47,36,3.4,7,43-47,35-39,3.0-3.4,6-10,Female,Sneakers,Footwear,Maryland,MD,M,Cyan,Winter,No,Free Shipping,No,No,Bank Transfer,Weekly
3564,43,90,4.9,8,43-47,90-94,4.5-5.0,6-10,Female,Blouse,Clothing,Maine,ME,M,Green,Summer,No,Standard,No,No,Credit Card,Every 3 Months
3565,60,38,4.4,40,58-62,35-39,4.0-4.4,36-40,Female,Gloves,Accessories,Illinois,IL,S,Brown,Summer,No,Free Shipping,No,No,Venmo,Annually
3566,49,52,4.2,35,48-52,50-54,4.0-4.4,31-35,Female,Handbag,Accessories,Pennsylvania,PA,S,Gray,Spring,No,Store Pickup,No,No,PayPal,Monthly
3567,28,88,3.1,14,28-32,85-89,3.0-3.4,11-15,Female,Jeans,Clothing,Alaska,AK,S,Orange,Spring,No,Next Day Air,No,No,Venmo,Monthly
3568,32,56,4.0,26,28-32,55-59,4.0-4.4,26-30,Female,Scarf,Accessories,New Mexico,NM,S,Silver,Summer,No,Next Day Air,No,No,Credit Card,Monthly
3569,29,71,4.8,14,28-32,70-74,4.5-5.0,11-15,Female,Sandals,Footwear,Arkansas,AR,M,Purple,Spring,No,Next Day Air,No,No,PayPal,Quarterly
3570,35,94,3.3,9,33-37,90-94,3.0-3.4,6-10,Female,Sandals,Footwear,Alaska,AK,M,Olive,Fall,No,Express,No,No,Bank Transfer,Fortnightly
3571,23,97,4.7,32,23-27,95-100,4.5-5.0,31-35,Female,Dress,Clothing,Louisiana,LA,XL,Teal,Winter,No,Standard,No,No,Debit Card,Annually
3572,70,27,3.2,15,68-70,25-29,3.0-3.4,11-15,Female,Skirt,Clothing,North Dakota,ND,M,White,Summer,No,Standard,No,No,Bank Transfer,Every 3 Months
3573,23,28,5.0,25,23-27,25-29,4.5-5.0,21-25,Female,Shorts,Clothing,Rhode Island,RI,M,Black,Spring,No,Standard,No,No,Credit Card,Monthly
3574,43,67,4.9,27,43-47,65-69,4.5-5.0,26-30,Female,Jeans,Clothing,Connecticut,CT,L,Maroon,Fall,No,Free Shipping,No,No,PayPal,Monthly
3575,29,70,4.9,39,28-32,70-74,4.5-5.0,36-40,Female,Socks,Clothing,New York,NY,M,Cyan,Fall,No,Express,No,No,Bank Transfer,Quarterly
3576,61,95,3.7,49,58-62,95-100,3.5-3.9,46-50,Female,Coat,Outerwear,Kentucky,KY,M,Violet,Fall,No,Express,No,No,Venmo,Bi-Weekly
3577,29,24,3.0,12,28-32,20-24,3.0-3.4,11-15,Female,Boots,Footwear,Maine,ME,L,Yellow,Spring,No,Express,No,No,Venmo,Bi-Weekly
3578,66,35,2.6,13,63-67,35-39,2.5-2.9,11-15,Female,Belt,Accessories,Missouri,MO,S,Yellow,Winter,No,Standard,No,No,Bank Transfer,Weekly
3579,46,22,2.6,22,43-47,20-24,2.5-2.9,21-25,Female,Shoes,Footwear,Georgia,GA,L,Olive,Winter,No,Standard,No,No,Bank Transfer,Quarterly
3580,34,66,4.8,19,33-37,65-69,4.5-5.0,16-20,Female,Scarf,Accessories,Arizona,AZ,L,Olive,Fall,No,Standard,No,No,Credit Card,Every 3 Months
3581,51,83,3.2,3,48-52,80-84,3.0-3.4,1-5,Female,Blouse,Clothing,New Hampshire,NH,M,Magenta,Summer,No,2-Day Shipping,No,No,Cash,Bi-Weekly
3582,26,95,4.9,50,23-27,95-100,4.5-5.0,46-50,Female,Dress,Clothing,Georgia,GA,M,Orange,Fall,No,Next Day Air,No,No,Credit Card,Weekly
3583,23,41,3.4,15,23-27,40-44,3.0-3.4,11-15,Female,Shorts,Clothing,California,CA,S,Beige,Summer,No,2-Day Shipping,No,No,PayPal,Annually
3584,52,77,2.7,44,48-52,75-79,2.5-2.9,41-45,Female,Blouse,Clothing,Arizona,AZ,L,Brown,Summer,No,Store Pickup,No,No,Credit Card,Every 3 Months
3585,39,52,4.8,48,38-42,50-54,4.5-5.0,46-50,Female,Sneakers,Footwear,Florida,FL,L,Indigo,Fall,No,Express,No,No,Debit Card,Monthly
3586,39,41,4.1,4,38-42,40-44,4.0-4.4,1-5,Female,Gloves,Accessories,New York,NY,XL,Gray,Winter,No,Standard,No,No,Venmo,Bi-Weekly
3587,33,28,4.6,12,33-37,25-29,4.5-5.0,11-15,Female,Hoodie,Clothing,Idaho,ID,M,Yellow,Winter,No,Store Pickup,No,No,PayPal,Bi-Weekly
3588,33,90,4.4,33,33-37,90-94,4.0-4.4,31-35,Female,Sweater,Clothing,Virginia,VA,S,Violet,Summer,No,Standard,No,No,Debit Card,Annually
3589,23,55,3.5,40,23-27,55-59,3.5-3.9,36-40,Female,Sunglasses,Accessories,Michigan,MI,M,Magenta,Spring,No,2-Day Shipping,No,No,Cash,Annually
3590,31,73,4.8,38,28-32,70-74,4.5-5.0,36-40,Female,Belt,Accessories,New Hampshire,NH,M,Blue,Spring,No,Next Day Air,No,No,Cash,Every 3 Months
3591,27,87,2.9,19,23-27,85-89,2.5-2.9,16-20,Female,Dress,Clothing,South Dakota,SD,M,Gray,Fall,No,2-Day Shipping,No,No,Venmo,Every 3 Months
3592,48,89,3.2,38,48-52,85-89,3.0-3.4,36-40,Female,Jacket,Outerwear,South Dakota,SD,M,Gold,Winter,No,2-Day Shipping,No,No,Bank Transfer,Quarterly
3593,61,82,4.4,18,58-62,80-84,4.0-4.4,16-20,Female,Boots,Footwear,New Jersey,NJ,L,Lavender,Spring,No,2-Day Shipping,No,No,Venmo,Fortnightly
3594,63,80,4.6,24,63-67,80-84,4.5-5.0,21-25,Female,Sandals,Footwear,Wyoming,WY,M,Black,Spring,No,Next Day Air,No,No,PayPal,Monthly
3595,19,87,2.6,29,18-22,85-89,2.5-2.9,26-30,Female,Scarf,Accessories,Alabama,AL,L,Charcoal,Summer,No,2-Day Shipping,No,No,Venmo,Quarterly
3596,21,41,3.1,14,18-22,40-44,3.0-3.4,11-15,Female,Blouse,Clothing,South Dakota,SD,M,Violet,Spring,No,Store Pickup,No,No,PayPal,Annually
3597,28,83,4.3,44,28-32,80-84,4.0-4.4,41-45,Female,Hoodie,Clothing,South Carolina,SC,M,Charcoal,Spring,No,Standard,No,No,Cash,Fortnightly
3598,29,71,3.1,18,28-32,70-74,3.0-3.4,16-20,Female,Sunglasses,Accessories,New Mexico,NM,M,Maroon,Summer,No,Standard,No,No,Bank Transfer,Quarterly
3599,23,76,4.6,19,23-27,75-79,4.5-5.0,16-20,Female,Hoodie,Clothing,Connecticut,CT,XL,Purple,Spring,No,Store Pickup,No,No,Bank Transfer,Bi-Weekly
3600,37,34,4.6,4,33-37,30-34,4.5-5.0,1-5,Female,Scarf,Accessories,Kansas,KS,S,Peach,Spring,No,Express,No,No,Cash,Weekly
3601,67,81,2.7,25,63-67,80-84,2.5-2.9,21-25,Female,Dress,Clothing,South Carolina,SC,XL,Olive,Spring,No,Free Shipping,No,No,Cash,Bi-Weekly
3602,34,47,3.0,3,33-37,45-49,3.0-3.4,1-5,Female,T-shirt,Clothing,North Carolina,NC,M,Indigo,Summer,No,Next Day Air,No,No,PayPal,Monthly
3603,58,36,3.3,40,58-62,35-39,3.0-3.4,36-40,Female,Skirt,Clothing,Wyoming,WY,S,Magenta,Summer,No,Store Pickup,No,No,Debit Card,Quarterly
3604,45,51,2.7,5,43-47,50-54,2.5-2.9,1-5,Female,Jeans,Clothing,Louisiana,LA,M,Gold,Spring,No,Free Shipping,No,No,Cash,Weekly
3605,63,86,3.3,17,63-67,85-89,3.0-3.4,16-20,Female,Hoodie,Clothing,Louisiana,LA,M,Orange,Fall,No,Standard,No,No,Debit Card,Annually
3606,68,41,4.3,36,68-70,40-44,4.0-4.4,36-40,Female,Jeans,Clothing,Alabama,AL,M,Gold,Fall,No,Store Pickup,No,No,Bank Transfer,Every 3 Months
3607,41,90,4.8,41,38-42,90-94,4.5-5.0,41-45,Female,Sandals,Footwear,Minnesota,MN,XL,Purple,Fall,No,Express,No,No,Venmo,Annually
3608,50,93,3.3,20,48-52,90-94,3.0-3.4,16-20,Female,Hat,Accessories,New Mexico,NM,L,Charcoal,Fall,No,Standard,No,No,Venmo,Bi-Weekly
3609,24,56,4.3,2,23-27,55-59,4.0-4.4,1-5,Female,Gloves,Accessories,Tennessee,TN,M,Cyan,Fall,No,Next Day Air,No,No,Cash,Every 3 Months
3610,21,39,3.0,31,18-22,35-39,3.0-3.4,31-35,Female,Socks,Clothing,New Mexico,NM,M,Cyan,Summer,No,2-Day Shipping,No,No,Debit Card,Monthly
3611,18,86,4.8,23,18-22,85-89,4.5-5.0,21-25,Female,Jacket,Outerwear,Texas,TX,XL,Green,Fall,No,2-Day Shipping,No,No,Bank Transfer,Fortnightly
3612,63,82,2.9,30,63-67,80-84,2.5-2.9,26-30,Female,T-shirt,Clothing,Washington,WA,M,Silver,Spring,No,Standard,No,No,Credit Card,Annually
3613,47,29,3.6,26,43-47,25-29,3.5-3.9,26-30,Female,Sandals,Footwear,Michigan,MI,M,Teal,Summer,No,Standard,No,No,Cash,Every 3 Months
3614,58,27,3.5,40,58-62,25-29,3.5-3.9,36-40,Female,Hat,Accessories,Minnesota,MN,M,Magenta,Fall,No,Store Pickup,No,No,Venmo,Annually
3615,46,25,4.7,19,43-47,25-29,4.5-5.0,16-20,Female,Gloves,Accessories,Delaware,DE,L,Maroon,Spring,No,2-Day Shipping,No,No,Bank Transfer,Annually
3616,35,31,4.4,4,33-37,30-34,4.0-4.4,1-5,Female,Dress,Clothing,California,CA,M,Gold,Winter,No,Free Shipping,No,No,Credit Card,Monthly
3617,42,23,3.3,33,38-42,20-24,3.0-3.4,31-35,Female,Hoodie,Clothing,Wisconsin,WI,L,Purple,Winter,No,Store Pickup,No,No,Debit Card,Fortnightly
3618,48,47,4.3,29,48-52,45-49,4.0-4.4,26-30,Female,Belt,Accessories,Kentucky,KY,M,Lavender,Fall,No,Express,No,No,Debit Card,Monthly
3619,28,67,4.0,47,28-32,65-69,4.0-4.4,46-50,Female,Gloves,Accessories,Nevada,NV,M,Maroon,Fall,No,2-Day Shipping,No,No,PayPal,Bi-Weekly
3620,44,75,4.9,50,43-47,75-79,4.5-5.0,46-50,Female,Scarf,Accessories,North Carolina,NC,S,Magenta,Winter,No,2-Day Shipping,No,No,Venmo,Weekly
3621,60,82,2.9,28,58-62,80-84,2.5-2.9,26-30,Female,Sandals,Footwear,Louisiana,LA,M,Turquoise,Summer,No,Express,No,No,Credit Card,Fortnightly
3622,38,32,4.0,5,38-42,30-34,4.0-4.4,1-5,Female,Sneakers,Footwear,New Jersey,NJ,XL,Silver,Summer,No,2-Day Shipping,No,No,Cash,Fortnightly
3623,46,41,4.3,12,43-47,40-44,4.0-4.4,11-15,Female,Dress,Clothing,Wisconsin,WI,M,Purple,Fall,No,Store Pickup,No,No,Credit Card,Annually
3624,39,89,2.7,4,38-42,85-89,2.5-2.9,1-5,Female,Jewelry,Accessories,Arkansas,AR,M,Violet,Winter,No,2-Day Shipping,No,No,PayPal,Weekly
3625,22,82,5.0,22,18-22,80-84,4.5-5.0,21-25,Female,Hat,Accessories,Texas,TX,XL,Peach,Fall,No,Store Pickup,No,No,Bank Transfer,Bi-Weekly
3626,44,99,4.4,32,43-47,95-100,4.0-4.4,31-35,Female,Scarf,Accessories,Illinois,IL,L,Green,Winter,No,Express,No,No,PayPal,Weekly
3627,69,98,3.5,32,68-70,95-100,3.5-3.9,31-35,Female,Blouse,Clothing,Mississippi,MS,L,Teal,Fall,No,Express,No,No,Venmo,Quarterly
3628,39,54,3.3,48,38-42,50-54,3.0-3.4,46-50,Female,Belt,Accessories,Delaware,DE,M,Silver,Winter,No,Next Day Air,No,No,Cash,Every 3 Months
3629,53,88,3.8,35,53-57,85-89,3.5-3.9,31-35,Female,Blouse,Clothing,Georgia,GA,L,Purple,Summer,No,Free Shipping,No,No,Credit Card,Monthly
3630,52,43,4.5,44,48-52,40-44,4.5-5.0,41-45,Female,T-shirt,Clothing,Kansas,KS,L,Lavender,Summer,No,Standard,No,No,Debit Card,Fortnightly
3631,65,73,4.8,29,63-67,70-74,4.5-5.0,26-30,Female,Hat,Accessories,Oklahoma,OK,M,Lavender,Winter,No,Store Pickup,No,No,Cash,Weekly
3632,48,50,2.9,26,48-52,50-54,2.5-2.9,26-30,Female,Hat,Accessories,New Jersey,NJ,M,Peach,Fall,No,Store Pickup,No,No,Credit Card,Monthly
3633,27,73,3.2,3,23-27,70-74,3.0-3.4,1-5,Female,Sneakers,Footwear,Utah,UT,L,Green,Spring,No,Express,No,No,Debit Card,Quarterly
3634,39,51,2.8,1,38-42,50-54,2.5-2.9,1-5,Female,Gloves,Accessories,Montana,MT,M,Orange,Spring,No,Free Shipping,No,No,Bank Transfer,Bi-Weekly
3635,59,22,3.3,17,58-62,20-24,3.0-3.4,16-20,Female,Socks,Clothing,Ohio,OH,M,Pink,Winter,No,Standard,No,No,PayPal,Annually
3636,52,32,3.3,17,48-52,30-34,3.0-3.4,16-20,Female,Sandals,Footwear,Colorado,CO,L,Cyan,Fall,No,Free Shipping,No,No,Credit Card,Fortnightly
3637,50,38,4.2,36,48-52,35-39,4.0-4.4,36-40,Female,Sandals,Footwear,California,CA,L,Lavender,Summer,No,2-Day Shipping,No,No,Cash,Weekly
3638,32,66,3.6,32,28-32,65-69,3.5-3.9,31-35,Female,Boots,Footwear,Utah,UT,L,Yellow,Winter,No,Express,No,No,Credit Card,Fortnightly
3639,40,20,4.6,50,38-42,20-24,4.5-5.0,46-50,Female,Backpack,Accessories,Kansas,KS,M,Olive,Spring,No,Express,No,No,PayPal,Bi-Weekly
3640,26,44,3.6,39,23-27,40-44,3.5-3.9,36-40,Female,Coat,Outerwear,Illinois,IL,M,Brown,Summer,No,2-Day Shipping,No,No,Venmo,Annually
3641,47,31,4.0,17,43-47,30-34,4.0-4.4,16-20,Female,Sunglasses,Accessories,Minnesota,MN,L,Pink,Spring,No,Next Day Air,No,No,PayPal,Monthly
3642,51,45,2.7,39,48-52,45-49,2.5-2.9,36-40,Female,Jacket,Outerwear,New York,NY,M,Cyan,Fall,No,Free Shipping,No,No,Bank Transfer,Every 3 Months
3643,47,71,4.4,5,43-47,70-74,4.0-4.4,1-5,Female,Dress,Clothing,Arizona,AZ,L,Maroon,Summer,No,Store Pickup,No,No,PayPal,Annually
3644,53,96,3.2,47,53-57,95-100,3.0-3.4,46-50,Female,Scarf,Accessories,Tennessee,TN,XL,Magenta,Fall,No,Standard,No,No,Debit Card,Annually
3645,35,32,2.6,18,33-37,30-34,2.5-2.9,16-20,Female,Blouse,Clothing,Arkansas,AR,M,Violet,Winter,No,Next Day Air,No,No,Venmo,Weekly
3646,38,90,3.4,31,38-42,90-94,3.0-3.4,31-35,Female,Backpack,Accessories,Colorado,CO,L,Silver,Summer,No,Free Shipping,No,No,Credit Card,Every 3 Months
3647,69,68,5.0,39,68-70,65-69,4.5-5.0,36-40,Female,Jewelry,Accessories,Nevada,NV,M,Maroon,Spring,No,2-Day Shipping,No,No,Debit Card,Fortnightly
3648,47,45,2.9,12,43-47,45-49,2.5-2.9,11-15,Female,Shorts,Clothing,Kansas,KS,M,Gray,Winter,No,Store Pickup,No,No,Bank Transfer,Weekly
3649,31,67,5.0,45,28-32,65-69,4.5-5.0,41-45,Female,Skirt,Clothing,New York,NY,M,White,Winter,No,Free Shipping,No,No,Cash,Bi-Weekly
